Interactor A	Interaction	Interactor B	Interaction detection method(s)	Interaction identifier(s)	Interaction type(s)	Publication Identifier(s)	HostOrganism(s)	NumMethods	NumPublications	Throughput	Weight
P32121	interacts with	Q10567	MI:0493(in vivo)	HPRD_3038	-	10097102	-	1	1	3	0.666666667
P32121	interacts with	P63010	MI:0018(two hybrid)|MI:0096(pull down)|MI:0004(affinity chromatography technology)	BIOGRID_110179|BIOGRID_110180|BIOGRID_188447	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	10097102|12070169|17620599	unspecified:32644|unspecified:32644|unspecified:32644	3	3	1	6
P32121	interacts with	Q96CW1	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_33447|BIOGRID_216539	MI:0915(physical association)	17666399|17984062	unspecified:32644	2	2	3	1.333333333
P32121	interacts with	P62330	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_3049|BIOGRID_97871	MI:0915(physical association)	11533043|11533043	unspecified:32644	2	1	4	0.75
P32121	interacts with	Q68EM7	MI:0004(affinity chromatography technology)	BIOGRID_188636	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P36575	MI:0004(affinity chromatography technology)	BIOGRID_188422	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P49407	MI:0007(anti tag coimmunoprecipitation)|MI:0030(cross-linking study)|MI:0030(cross-linking study)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0030(cross-linking study)|MI:0004(affinity chromatography technology)|MI:0030(cross-linking study)	DIP_54948|UniProt_186581|UniProt_130656|UniProt_147020|BIOGRID_82568|BIOGRID_188201|UniProt_186585|BIOGRID_188420|UniProt_130660	MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)|MI:0915(physical association)|MI:0914(association)	18787115|24069330|24069330|17353931|17353931|17620599|24069330|17620599|24069330	human-293:9606|human-293:9606|human-293:9606|unspecified:32644|unspecified:32644|human-293:9606|unspecified:32644|human-293:9606	4	4	3	2.666666667
P32121	interacts with	Q96B67	MI:0428(imaging technique)|MI:0428(imaging technique)	BIOGRID_248917|BIOGRID_248921	MI:0915(physical association)|MI:0403(colocalization)	23236378|23236378	unspecified:32644|unspecified:32644	1	1	26	0.076923077
P32121	interacts with	Q8NCT1	MI:0428(imaging technique)|MI:0428(imaging technique)	BIOGRID_248919|BIOGRID_248920	MI:0915(physical association)|MI:0403(colocalization)	23236378|23236378	unspecified:32644|unspecified:32644	1	1	26	0.076923077
P32121	interacts with	Q9NYF8	MI:0004(affinity chromatography technology)	BIOGRID_188603	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q07021	MI:0004(affinity chromatography technology)	BIOGRID_188615	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P62158	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)	BIOGRID_189861|UniProt_93187|BIOGRID_188456	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	17620599|17620599|17620599	unspecified:32644|human-293:9606|unspecified:32644	2	1	406	0.007389163
P32121	interacts with	Q96NX5	MI:0059(gst pull down)	innatedb:IDB-117645	MI:0915(physical association)	18408005	taxid:9534	1	1	7	0.285714286
P32121	interacts with	P60953	MI:0018(two hybrid)|MI:0096(pull down)	BIOGRID_126626|UniProt_110369	MI:0407(direct interaction)|MI:0915(physical association)	20936779|20936779	unspecified:32644|in vitro:-1	2	1	694	0.004322767
P32121	interacts with	Q00610	MI:0096(pull down)|MI:0493(in vivo)	BIOGRID_251309|HPRD_2962	MI:0407(direct interaction)|-	9169477|10097102	unspecified:32644|-	2	2	3	1.333333333
P32121	interacts with	P41240	MI:0004(affinity chromatography technology)	BIOGRID_273026	MI:0915(physical association)	19262695	unspecified:32644	1	1	5	0.4
P32121	interacts with	P68400	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_2939|BIOGRID_188432	MI:0915(physical association)	11877451|17620599	unspecified:32644	2	2	9	0.444444444
P32121	interacts with	Q14247	MI:0004(affinity chromatography technology)	BIOGRID_188577	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P61073	MI:0493(in vivo)	HPRD_24233	-	10644702	-	1	1	1	2
P32121	interacts with	Q15438	MI:0004(affinity chromatography technology)	BIOGRID_293606	MI:0915(physical association)	17846866	unspecified:32644	1	1	8	0.25
P32121	interacts with	Q99418	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)	BIOGRID_97876|BIOGRID_97874|HPRD_3083	MI:0407(direct interaction)|MI:0915(physical association)|-	11533043|11533043|11533043	unspecified:32644|unspecified:32644|-	2	1	4	0.75
P32121	interacts with	Q13574	MI:0004(affinity chromatography technology)	BIOGRID_188430	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q9BY84	MI:0096(pull down)	innatedb:IDB-115621	MI:0915(physical association)	15888437	taxid:9606	1	1	1	2
P32121	interacts with	P68104	MI:0004(affinity chromatography technology)	BIOGRID_188660	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q05639	MI:0004(affinity chromatography technology)	BIOGRID_188527	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q9Y2J2	MI:0004(affinity chromatography technology)	BIOGRID_188663	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q9ULV1	MI:0493(in vivo)	HPRD_24419	-	12958364	-	1	1	6	0.333333333
P32121	interacts with	Q9Y653	MI:0004(affinity chromatography technology)	BIOGRID_142273	MI:0915(physical association)	21708946	unspecified:32644	1	1	1	2
P32121	interacts with	Q92769	MI:0004(affinity chromatography technology)	BIOGRID_188469	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q14103	MI:0004(affinity chromatography technology)	BIOGRID_188508	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P61978	MI:0004(affinity chromatography technology)	BIOGRID_188510	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	O14920	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-116296	MI:0915(physical association)	15173580	taxid:9606	1	1	12	0.166666667
P32121	interacts with	Q12906	MI:0004(affinity chromatography technology)	BIOGRID_188489	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q13418	MI:0809(bimolecular fluorescence complementation)	UniProt_131772	MI:0915(physical association)	23877428	mouse-c3h10t1_2:10090	1	1	8	0.25
P32121	interacts with	Q96J02	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)	BIOGRID_117819|BIOGRID_116478|BIOGRID_117821|HPRD_40096	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|-	17947233|18544533|17947233|18544533	unspecified:32644|unspecified:32644|unspecified:32644|-	2	2	4	1
P32121	interacts with	Q9Y496	MI:0809(bimolecular fluorescence complementation)	UniProt_131773	MI:0915(physical association)	23877428	mouse-c3h10t1_2:10090	1	1	8	0.25
P32121	interacts with	P43626	MI:0007(anti tag coimmunoprecipitation)|MI:0018(two hybrid)	innatedb:IDB-224461|innatedb:IDB-224471	MI:0915(physical association)	19828694|21070852	taxid:0|taxid:9606	2	2	2	2
P32121	interacts with	Q14974	MI:0004(affinity chromatography technology)	BIOGRID_188669	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P53667	MI:0415(enzymatic study)|MI:0415(enzymatic study)	BIOGRID_273539|BIOGRID_273536	MI:0915(physical association)|MI:0407(direct interaction)	17500066|17500066	unspecified:32644|unspecified:32644	1	1	6	0.333333333
P32121	interacts with	Q02750	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0492(in vitro)	BIOGRID_153396|HPRD_40348|innatedb:IDB-114172	MI:0915(physical association)	11226259	taxid:9534|unspecified:32644	3	1	14	0.285714286
P32121	interacts with	Q13233	MI:0004(affinity chromatography technology)	BIOGRID_188624	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q99558	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0493(in vivo)	BIOGRID_188625|HPRD_39718|innatedb:IDB-116292	MI:0915(physical association)	15173580|17620599	taxid:9606|unspecified:32644	3	2	12	0.416666667
P32121	interacts with	Q99683	MI:0004(affinity chromatography technology)|MI:0059(gst pull down)|MI:0081(peptide array)|MI:0493(in vivo)|MI:0686(unspecified method)	BIOGRID_110181|BIOGRID_153273|BIOGRID_271599|HPRD_3072|HPRD_39365|MINT_43596|MINT_43597|MINT_73696|MINT_73697|UniProt_103547|UniProt_103548|innatedb:IDB-117646	MI:0407(direct interaction)|MI:0915(physical association)	11090355|11356842|18408005|19306926|19782076	in vitro:-1|taxid:9534|unspecified:32644	4	5	3	3
P32121	interacts with	P53779	MI:0004(affinity chromatography technology)|MI:0059(gst pull down)|MI:0081(peptide array)|MI:0493(in vivo)|MI:0686(unspecified method)	BIOGRID_271598|BIOGRID_96588|HPRD_3094|HPRD_40428|MINT_43595|MINT_73695|UniProt_103546|innatedb:IDB-117644	MI:0407(direct interaction)|MI:0915(physical association)	11090355|11356842|18408005|19782076	in vitro:-1|taxid:9534|unspecified:32644	4	4	3	2.666666667
P32121	interacts with	Q00987	MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)|MI:0428(imaging technique)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)|MI:0018(two hybrid)|MI:0493(in vivo)|MI:0018(two hybrid)|MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0045(experimental interaction detection)|MI:0397(two hybrid array)|MI:0004(affinity chromatography technology)|MI:0428(imaging technique)|MI:0428(imaging technique)|MI:0045(experimental interaction detection)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)	MINT_56979|MINT_56981|BIOGRID_162531|BIOGRID_287081|BIOGRID_140445|MINT_86102|MINT_86104|UniProt_68681|HPRD_2983|UniProt_68683|MINT_85839|MINT_56756|BIOGRID_99352|BIOGRID_216535|BIOGRID_99353|MINT_56980|UniProt_116804|BIOGRID_116477|BIOGRID_162532|BIOGRID_162530|MINT_86103|BIOGRID_145372|UniProt_68680|BIOGRID_107012|BIOGRID_184472|UniProt_68682|BIOGRID_199615|BIOGRID_184468|BIOGRID_216534|HPRD_40097	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0220(ubiquitination reaction)|MI:0220(ubiquitination reaction)|MI:0220(ubiquitination reaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0403(colocalization)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|-	11588219|11588219|21389118|21988832|11588219|11588219|11588219|11588219|12538596|11588219|11588219|11588219|12488444|17984062|12488444|11588219|21988832|18544533|21389118|21389118|11588219|21466165|11588219|12538596|15878855|11588219|21081496|15878855|17984062|18544533	in vivo:-4|in vivo:-4|unspecified:32644|unspecified:32644|unspecified:32644|in vivo:-4|in vivo:-4|in vivo:-4|in vivo:-4|in vivo:-4|in vivo:-4|unspecified:32644|unspecified:32644|unspecified:32644|in vivo:-4|yeasx:4932|unspecified:32644|unspecified:32644|unspecified:32644|in vivo:-4|unspecified:32644|in vivo:-4|unspecified:32644|unspecified:32644|in vivo:-4|unspecified:32644|unspecified:32644|unspecified:32644|-	6	10	1	16
P32121	interacts with	P55196	MI:0004(affinity chromatography technology)	BIOGRID_188640	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P46934	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0493(in vivo)	BIOGRID_116476|UniProt_127917|HPRD_40094	MI:0915(physical association)|MI:0915(physical association)|-	18544533|23208550|18544533	unspecified:32644|chlae-cos_7:9534|-	3	2	7	0.714285714
P32121	interacts with	P41143	MI:0004(affinity chromatography technology)|MI:0493(in vivo)	BIOGRID_98865|HPRD_2994	MI:0407(direct interaction)|-	11259507|11259507	unspecified:32644|-	2	1	2	1.5
P32121	interacts with	Q08499	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	UniProt_109289|UniProt_185725|UniProt_109286|UniProt_185728|DIP_55437|BIOGRID_249326|BIOGRID_249324|BIOGRID_188639	MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	20664520|20664520|20664520|20664520|19955404|14500724|14500724|17620599	human-293:9606|human-293:9606|human-293:9606|human-293:9606|unspecified:32644|unspecified:32644|unspecified:32644	2	4	2	3
P32121	interacts with	P62937	MI:0004(affinity chromatography technology)	BIOGRID_188665	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P35813	MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	UniProt_93182|BIOGRID_189848|BIOGRID_188440	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	17620599|17620599|17620599	human-293:9606|unspecified:32644|unspecified:32644	2	1	406	0.007389163
P32121	interacts with	Q15257	MI:0004(affinity chromatography technology)	BIOGRID_181771	MI:0915(physical association)	21502318	unspecified:32644	1	1	2	1
P32121	interacts with	P41222	MI:0018(two hybrid)	BIOGRID_289754	MI:0407(direct interaction)	21112970	unspecified:32644	1	1	2	1
P32121	interacts with	Q15185	MI:0004(affinity chromatography technology)	BIOGRID_181772	MI:0915(physical association)	21502318	unspecified:32644	1	1	2	1
P32121	interacts with	Q9BXF6	MI:0004(affinity chromatography technology)	BIOGRID_188448	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P51148	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_83317|UniProt_145186	MI:0915(physical association)|MI:0915(physical association)	17353931|17353931	unspecified:32644|human-293:9606	2	1	5979	5.02E-04
P32121	interacts with	Q12967	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0492(in vitro)	BIOGRID_97662|BIOGRID_97661|BIOGRID_77243|HPRD_3061	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|-	12105416|12105416|12105416|12105416	unspecified:32644|unspecified:32644|unspecified:32644|-	2	1	2	1.5
P32121	interacts with	P98175	MI:0004(affinity chromatography technology)	BIOGRID_188494	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P62979	MI:0004(affinity chromatography technology)	BIOGRID_188605	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q6P3W7	MI:0004(affinity chromatography technology)	BIOGRID_188429	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q13435	MI:0004(affinity chromatography technology)	BIOGRID_188498	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q96EB6	MI:0004(affinity chromatography technology)	BIOGRID_249681	MI:0915(physical association)	23382074	unspecified:32644	1	1	31	0.064516129
P32121	interacts with	Q14940	MI:0493(in vivo)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	HPRD_17328|BIOGRID_227140|BIOGRID_227141|BIOGRID_227142|BIOGRID_227143	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	15699339|15699339|15699339|15699339|15699339	unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644	2	1	2	1.5
P32121	interacts with	Q99835	MI:0809(bimolecular fluorescence complementation)	UniProt_131775	MI:0915(physical association)	23877428	mouse-c3h10t1_2:10090	1	1	8	0.25
P32121	interacts with	P62316	MI:0004(affinity chromatography technology)	BIOGRID_188505	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q13813	MI:0004(affinity chromatography technology)	BIOGRID_188570	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P42224	MI:0004(affinity chromatography technology)	BIOGRID_188647	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q9UNE7	MI:0004(affinity chromatography technology)	BIOGRID_153276	MI:0915(physical association)	19306926	unspecified:32644	1	1	4	0.5
P32121	interacts with	Q15750	MI:0004(affinity chromatography technology)	BIOGRID_188458	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q03167	MI:0493(in vivo)	HPRD_19369	-	12958365	-	1	1	1	2
P32121	interacts with	Q13114	MI:0004(affinity chromatography technology)	BIOGRID_153395	MI:0915(physical association)	11226259	unspecified:32644	1	1	14	0.142857143
P32121	interacts with	Q9Y4K3	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_201732|BIOGRID_201734|DIP_55438|innatedb:IDB-113301	MI:0915(physical association)	16378096|19955404	taxid:9606|unspecified:32644	3	2	2	2.5
P32121	interacts with	Q9HBA0	MI:0004(affinity chromatography technology)	BIOGRID_188601	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q71U36	MI:0004(affinity chromatography technology)	BIOGRID_188564	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P68366	MI:0004(affinity chromatography technology)	BIOGRID_188555	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q8TEY7	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_141206|BIOGRID_145096|BIOGRID_145099	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	19424180|19363159|19363159	unspecified:32644|unspecified:32644|unspecified:32644	1	2	3	1
P32121	interacts with	P55072	MI:0004(affinity chromatography technology)	BIOGRID_188670	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q96QK1	MI:0004(affinity chromatography technology)	BIOGRID_188449	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P67809	MI:0004(affinity chromatography technology)	BIOGRID_188481	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P62258	MI:0004(affinity chromatography technology)	BIOGRID_188427	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	P61981	MI:0004(affinity chromatography technology)	BIOGRID_188424	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P32121	interacts with	Q04917	MI:0004(affinity chromatography technology)	BIOGRID_188426	MI:0915(physical association)	17620599	unspecified:32644	1	1	406	0.004926108
P15311	interacts with	P60709	MI:0493(in vivo)	HPRD_29257	-	7876308	-	1	1	1	2
P15311	interacts with	P68032	MI:0493(in vivo)	HPRD_16117	-	12271120	-	1	1	1	2
P15311	interacts with	P29275	MI:0492(in vitro)|MI:0004(affinity chromatography technology)	HPRD_27668|BIOGRID_105109	MI:0915(physical association)	12080047|12080047	unspecified:32644	2	1	4	0.75
P15311	interacts with	P35368	MI:0493(in vivo)	HPRD_27652	-	16352594	-	1	1	1	2
P15311	interacts with	Q09666	MI:0004(affinity chromatography technology)	BIOGRID_87476	MI:0915(physical association)	14625392	unspecified:32644	1	1	9	0.222222222
P15311	interacts with	P62330	MI:0493(in vivo)	HPRD_32067	-	16737952	-	1	1	5	0.4
P15311	interacts with	P52565	MI:0416(fluorescence microscopy)|MI:0401(biochemical)|MI:0416(fluorescence microscopy)	UniProt_108735|BIOGRID_84481|UniProt_108734	MI:0915(physical association)|MI:0914(association)|MI:0403(colocalization)	20711218|15659383|20711218	human-sperm:9606|unspecified:32644|human-sperm:9606	2	2	3	1.333333333
P15311	interacts with	P52566	MI:0493(in vivo)	HPRD_27584	-	9287351	-	1	1	2	1
P15311	interacts with	P55957	MI:0401(biochemical)	BIOGRID_84461	MI:0914(association)	15659383	unspecified:32644	1	1	78	0.025641026
P15311	interacts with	P38398	MI:0055(fluorescent resonance energy transfer)|MI:0055(fluorescent resonance energy transfer)	BIOGRID_199387|BIOGRID_199386	MI:0915(physical association)|MI:0915(physical association)	21282464|21282464	unspecified:32644|unspecified:32644	1	1	4	0.5
P15311	interacts with	Q9Y6Q1	MI:0049(filter binding)|MI:0096(pull down)|MI:0049(filter binding)	MINT_44710|UniProt_68925|MINT_75113	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	11285285|11285285|11285285	in vitro:-1|in vitro:-1|in vitro:-1	2	1	10	0.3
P15311	interacts with	Q14790	MI:0401(biochemical)	BIOGRID_84518	MI:0914(association)	15659383	unspecified:32644	1	1	78	0.025641026
P15311	interacts with	P16070	MI:0096(pull down)|MI:0416(fluorescence microscopy)|MI:0492(in vitro)	BIOGRID_109526|UniProt_108736|HPRD_39043	MI:0407(direct interaction)|MI:0915(physical association)|-	12032545|20711218|12370738	unspecified:32644|human-sperm:9606|-	3	3	1	6
P15311	interacts with	Q00535	MI:0493(in vivo)	HPRD_26739	-	12769842	-	1	1	1	2
P15311	interacts with	P35222	MI:0004(affinity chromatography technology)|MI:0493(in vivo)	BIOGRID_113006|HPRD_15241	MI:0915(physical association)|-	10462524|10462524	unspecified:32644|-	2	1	2	1.5
P15311	interacts with	P43146	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_146430|BIOGRID_146422|UniProt_107218	MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)	20434207|20434207|20434207	unspecified:32644|unspecified:32644|human-293:9606	2	1	29	0.103448276
P15311	interacts with	Q12959	MI:0096(pull down)|MI:0492(in vitro)	BIOGRID_111560|HPRD_27557	MI:0407(direct interaction)|-	11726633|11726633	unspecified:32644|-	2	1	1	3
P15311	interacts with	Q15717	MI:0096(pull down)	BIOGRID_187430	MI:0915(physical association)	19322201	unspecified:32644	1	1	1456	0.001373626
P15311	interacts with	P25445	MI:0493(in vivo)|MI:0401(biochemical)	HPRD_27394|BIOGRID_84478	MI:0914(association)	14676203|15659383	unspecified:32644	2	2	1	4
P15311	interacts with	P48023	MI:0492(in vitro)|MI:0401(biochemical)|MI:0004(affinity chromatography technology)	HPRD_27403|BIOGRID_84492|BIOGRID_111574	MI:0914(association)|MI:0915(physical association)	11013215|15659383|11013215	unspecified:32644|unspecified:32644	3	2	1	5
P15311	interacts with	P60520	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_83207|UniProt_148103	MI:0915(physical association)|MI:0915(physical association)	17353931|17353931	unspecified:32644|human-293:9606	2	1	5979	5.02E-04
P15311	interacts with	P42858	MI:0018(two hybrid)	UniProt_90873	MI:0915(physical association)	17500595	yeasx:4932	1	1	106	0.018867925
P15311	interacts with	P46940	MI:0096(pull down)	BIOGRID_108430	MI:0407(direct interaction)	10793131	unspecified:32644	1	1	8	0.25
P15311	interacts with	P32004	MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	HPRD_27513|BIOGRID_198065|BIOGRID_98697	MI:0915(physical association)|MI:0407(direct interaction)	12070130|22846990|12070130	unspecified:32644|unspecified:32644	3	2	2	2.5
P15311	interacts with	P53779	MI:0676(tandem affinity purification)|MI:0004(affinity chromatography technology)	UniProt_128766|BIOGRID_291139	MI:0914(association)|MI:0915(physical association)	23602568|23602568	human-293:9606|unspecified:32644	2	1	1018	0.002946955
P15311	interacts with	P45983	MI:0401(biochemical)	BIOGRID_84502	MI:0914(association)	15659383	unspecified:32644	1	1	78	0.025641026
P15311	interacts with	Q01726	MI:0401(biochemical)	BIOGRID_301065	MI:0403(colocalization)	22863883	unspecified:32644	1	1	6987	2.86E-04
P15311	interacts with	P23508	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	BIOGRID_83298|UniProt_148497|UniProt_101734|MINT_71713|MINT_41778	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	17353931|17353931|19555689|19555689|19555689	unspecified:32644|human-293:9606|yeast:4932|yeast:4932|yeast:4932	3	2	3	1.666666667
P15311	interacts with	Q00987	MI:0034(display technology)|MI:0034(display technology)|MI:0096(pull down)|MI:0034(display technology)	UniProt_104947|UniProt_105434|BIOGRID_290290|UniProt_105392	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	20195357|20195357|20195357|20195357	in vitro:-1|in vitro:-1|unspecified:32644|in vitro:-1	2	1	937	0.003201708
P15311	interacts with	P26038	MI:0096(pull down)|MI:0401(biochemical)|MI:0493(in vivo)|MI:0096(pull down)|MI:0096(pull down)|MI:0493(in vivo)	BIOGRID_111587|BIOGRID_84479|HPRD_27525|BIOGRID_111592|BIOGRID_111593|HPRD_39453	MI:0407(direct interaction)|MI:0914(association)|MI:0407(direct interaction)|MI:0915(physical association)|-	7579708|15659383|7579708|8248180|8248180|15096511	unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|-	3	4	1	7
P15311	interacts with	P35240	MI:0047(far western blotting)|MI:0493(in vivo)|MI:0047(far western blotting)|MI:0004(affinity chromatography technology)	BIOGRID_97460|HPRD_27625|BIOGRID_97461|BIOGRID_117898	MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)	10036239|10036239|10036239|17891137	unspecified:32644|unspecified:32644|unspecified:32644	3	2	1	5
P15311	interacts with	Q8WX93	MI:0018(two hybrid)|MI:0493(in vivo)|MI:0018(two hybrid)|MI:0018(two hybrid)	BIOGRID_109922|HPRD_27657|BIOGRID_109921|BIOGRID_109920	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	11598191|1159819|11598191|11598191	unspecified:32644|unspecified:32644|unspecified:32644	2	2	1	4
P15311	interacts with	Q8WUM4	MI:0401(biochemical)	BIOGRID_299701	MI:0403(colocalization)	22863883	unspecified:32644	1	1	6987	2.86E-04
